customer_id,customer_code,customer_name,customer_type,customer_price_sensitivity,customer_visit_frequency
1150,CUS1150,Frédéric Cordier,Touriste,0.44,0
1151,CUS1151,Denis Gay,Local,0.95,3
1152,CUS1152,Célina Collin,Touriste,0.78,2
1153,CUS1153,Sylvie de la Bourdon,Local,0.92,3
1154,CUS1154,Matthieu Hamon,Touriste,0.77,4
1155,CUS1155,Lorraine Guibert,Local,0.85,3
1156,CUS1156,Martine Perrier,Local,0.52,3
1157,CUS1157,Thibaut-Marcel Lenoir,Professionnel,0.82,1
1158,CUS1158,Xavier Morin Le Bruneau,Local,0.94,2
1159,CUS1159,Mathilde Blanchet de la Neveu,Touriste,0.32,2
1160,CUS1160,Martine Delmas,Touriste,0.46,3
1161,CUS1161,Joseph-Adrien Aubert,Local,0.94,3
1162,CUS1162,Alex Vidal du Hervé,Local,0.76,4
1163,CUS1163,Richard Vasseur-Benoit,Professionnel,0.98,1
1164,CUS1164,Adélaïde Bouvier-Morel,Local,0.49,2
1165,CUS1165,Alfred Allard du Monnier,Local,0.99,2
1166,CUS1166,Adèle Faure,Professionnel,0.87,1
1167,CUS1167,Thibault Richard,Local,0.38,4
1168,CUS1168,Xavier Gosselin,Touriste,0.81,1
1169,CUS1169,Martine Le Blanc,Touriste,0.35,3
1170,CUS1170,Alexandre de Legendre,Touriste,0.6,4
1171,CUS1171,Benjamin Antoine-Jacob,Touriste,0.59,1
1172,CUS1172,Adrienne Gallet-Charles,Local,0.91,1
1173,CUS1173,Hélène Lejeune,Touriste,0.52,1
1174,CUS1174,François Pichon,Professionnel,0.9,3
1175,CUS1175,Guillaume-Zacharie Briand,Local,0.31,3
1176,CUS1176,Guy Gonzalez,Local,0.8,2
1177,CUS1177,Franck Ferreira,Touriste,0.71,1
1178,CUS1178,Victoire Marie,Touriste,0.88,1
1179,CUS1179,Élodie Buisson,Professionnel,0.77,2
1180,CUS1180,Paul Chauveau,Touriste,0.55,3
1181,CUS1181,Marguerite Gaillard,Professionnel,0.86,3
1182,CUS1182,Luc-Franck Delmas,Local,0.62,2
1183,CUS1183,Olivier Julien,Professionnel,0.67,2
1184,CUS1184,Clémence Bertin,Local,0.37,3
1185,CUS1185,Auguste Salmon,Local,0.58,4
1186,CUS1186,Lucy Paul,Professionnel,0.77,2
1187,CUS1187,Véronique Simon,Professionnel,0.42,2
1188,CUS1188,Constance Salmon,Touriste,0.77,2
1189,CUS1189,Richard Gilbert,Local,0.47,4
1190,CUS1190,Gilles Berthelot,Local,0.5,1
1191,CUS1191,Édith Duval,Local,0.92,2
1192,CUS1192,Denis de Blanchard,Local,0.78,1
1193,CUS1193,Henriette Joly,Local,0.85,1
1194,CUS1194,Agathe Morin,Touriste,0.52,3
1195,CUS1195,Maurice Vasseur,Professionnel,0.58,4
1196,CUS1196,Diane Louis,Professionnel,0.88,2
1197,CUS1197,Jean-Rémy Guillon,Professionnel,0.5,1
1198,CUS1198,Laetitia-Marthe Guillou,Local,0.68,2
1199,CUS1199,Noël Fournier de la Maréchal,Professionnel,0.33,1
1200,CUS1200,Renée Vidal,Local,0.95,2
1201,CUS1201,François Masse,Local,0.62,1
1202,CUS1202,Guillaume Hoareau,Touriste,0.65,2
1203,CUS1203,Xavier Leroux,Touriste,0.42,2
1204,CUS1204,Rémy Marty,Professionnel,0.66,0
1205,CUS1205,Pénélope Pichon,Touriste,0.48,5
1206,CUS1206,Georges Bourgeois,Local,0.68,1
1207,CUS1207,Laurent-Rémy Le Goff,Local,0.9,1
1208,CUS1208,Tristan Blot,Local,0.48,1
1209,CUS1209,Thierry Fontaine-Rodriguez,Touriste,0.37,3
1210,CUS1210,Catherine-Lucie Seguin,Touriste,0.46,2
1211,CUS1211,Jérôme Lemoine-Duval,Professionnel,0.72,0
1212,CUS1212,Paulette Bodin,Local,0.41,2
1213,CUS1213,Dorothée Richard-Schneider,Local,0.87,4
1214,CUS1214,Joseph Royer de la Dupuy,Touriste,0.65,4
1215,CUS1215,Anastasie Chauvin,Local,0.64,2
1216,CUS1216,Yves Colin de la Rolland,Local,0.53,0
1217,CUS1217,Anouk du Prévost,Local,0.96,1
1218,CUS1218,François Didier,Local,0.51,0
1219,CUS1219,Raymond Pereira,Local,0.68,2
1220,CUS1220,Valérie du Delmas,Professionnel,0.56,1
1221,CUS1221,Martin-Marc Durand,Local,0.83,2
1222,CUS1222,Gabriel Bouvet,Local,0.84,2
1223,CUS1223,Jean Morin,Touriste,0.34,3
1224,CUS1224,Geneviève Lambert de Gay,Touriste,0.52,1
1225,CUS1225,Denise Duhamel,Local,0.65,0
1226,CUS1226,Anouk Roussel-Perrin,Local,0.96,4
1227,CUS1227,Eugène Rémy,Touriste,0.76,3
1228,CUS1228,François Michaud,Local,0.3,4
1229,CUS1229,Capucine Faure Le Perrot,Local,0.5,3
1230,CUS1230,Marcel-Bernard Pruvost,Local,0.37,4
1231,CUS1231,Josette Garcia,Local,0.38,2
1232,CUS1232,Bernard de Carpentier,Local,0.64,4
1233,CUS1233,Manon Allard,Local,0.43,0
1234,CUS1234,Colette-Claude Briand,Touriste,0.81,1
1235,CUS1235,Xavier Berthelot du Boulay,Local,0.51,1
1236,CUS1236,Aurélie Hebert,Local,0.64,2
1237,CUS1237,Arthur Marin,Local,0.34,1
1238,CUS1238,Diane Faure,Touriste,0.66,2
1239,CUS1239,Éric Morel-Maillard,Local,0.52,1
1240,CUS1240,Anastasie Bousquet-Mary,Local,0.98,0
1241,CUS1241,Susan Guilbert,Touriste,0.85,1
1242,CUS1242,Aimé Rey,Local,0.79,4
1243,CUS1243,Stéphane Prévost,Local,0.89,1
1244,CUS1244,Bertrand Gonzalez,Touriste,0.58,2
1245,CUS1245,Noël Perrin-Charrier,Professionnel,0.48,2
1246,CUS1246,Anne Voisin,Local,0.39,2
1247,CUS1247,Grégoire-Richard Lemaître,Touriste,0.41,2
1248,CUS1248,Hugues-Alain Wagner,Touriste,0.8,1
1249,CUS1249,Alexandre Meyer,Local,0.74,0
1250,CUS1250,Madeleine Dias Le Cordier,Professionnel,0.85,3
1251,CUS1251,Patrick Laroche,Local,0.57,6
1252,CUS1252,Lorraine Leclerc-Paris,Local,0.82,2
1253,CUS1253,Antoine Gaudin de la Lévy,Touriste,0.8,0
1254,CUS1254,Antoine Duval,Local,0.42,1
1255,CUS1255,Yves Morin,Local,0.68,3
1256,CUS1256,Benoît-Alain Wagner,Local,0.9,2
1257,CUS1257,Julie Barre,Local,0.99,0
1258,CUS1258,Daniel Fouquet du Morel,Local,0.75,2
1259,CUS1259,Roger Wagner,Local,0.71,2
1260,CUS1260,Nathalie Gallet de la Martineau,Touriste,0.44,4
1261,CUS1261,Roland-Bernard Lenoir,Local,0.91,3
1262,CUS1262,Adèle Hoarau,Local,0.97,3
1263,CUS1263,Monique Gimenez-Colin,Local,0.81,2
1264,CUS1264,Gabriel Brunet,Local,0.84,2
1265,CUS1265,Marine Neveu,Local,0.67,3
1266,CUS1266,Arnaude Gonzalez,Local,0.49,4
1267,CUS1267,Yves Camus,Touriste,0.66,2
1268,CUS1268,Véronique du Germain,Local,0.97,2
1269,CUS1269,Sylvie Clerc,Local,0.8,2
1270,CUS1270,Franck Vaillant,Touriste,0.42,1
1271,CUS1271,Arthur Dumas,Local,0.47,4
1272,CUS1272,Patrick Lecoq,Local,0.99,2
1273,CUS1273,Julien Tanguy de Ferrand,Local,0.33,4
1274,CUS1274,Paulette Barthelemy,Professionnel,0.77,0
1275,CUS1275,Marine Benoit,Local,0.47,2
1276,CUS1276,Léon Étienne-Pruvost,Local,0.41,3
1277,CUS1277,Alfred Vincent,Professionnel,0.94,1
1278,CUS1278,Adrien Muller,Touriste,0.88,4
1279,CUS1279,Denise Antoine,Local,0.62,3
1280,CUS1280,Margaux Boyer,Local,0.36,4
1281,CUS1281,Arnaude Fontaine de Fouquet,Local,0.53,4
1282,CUS1282,Christophe Olivier,Professionnel,0.34,2
1283,CUS1283,Marc Leconte,Local,0.96,0
1284,CUS1284,Maryse-Élise Pages,Local,0.9,1
1285,CUS1285,Marcel Joubert,Local,0.57,5
1286,CUS1286,Chantal Klein,Local,0.61,2
1287,CUS1287,Xavier Lambert Le Pruvost,Local,0.71,5
1288,CUS1288,Luce Jean,Local,0.38,0
1289,CUS1289,Alexandria Michaud,Local,0.49,0
1290,CUS1290,Emmanuel Michel,Touriste,0.32,4
1291,CUS1291,Margaret Simon,Local,0.89,3
1292,CUS1292,Colette Allain du Samson,Local,0.73,1
1293,CUS1293,Manon Pineau de la Normand,Local,0.49,4
1294,CUS1294,Caroline Fournier,Local,0.35,8
1295,CUS1295,David Foucher,Local,0.67,0
1296,CUS1296,Théophile Bousquet,Local,0.64,1
1297,CUS1297,Tristan Caron,Local,0.64,3
1298,CUS1298,Auguste Langlois de Gaillard,Touriste,0.51,1
1299,CUS1299,Nicolas Delattre Le Blanchet,Professionnel,0.39,1
1300,CUS1300,Maggie Pires,Local,0.85,1
1301,CUS1301,Léon Bertin,Local,0.31,0
1302,CUS1302,Marcelle Charpentier,Touriste,0.84,3
1303,CUS1303,Joseph Leclerc,Touriste,0.89,2
1304,CUS1304,Alain Fontaine,Touriste,0.81,2
1305,CUS1305,Théophile Breton,Local,0.85,1
1306,CUS1306,Océane Maillet,Professionnel,0.32,4
1307,CUS1307,Tristan de la Loiseau,Professionnel,0.31,0
1308,CUS1308,Anastasie-Stéphanie Alexandre,Local,0.77,3
1309,CUS1309,Tristan de Meyer,Touriste,0.98,1
1310,CUS1310,Michèle Bouchet,Local,0.69,1
1311,CUS1311,Isaac Berthelot de la Lefort,Local,0.53,2
1312,CUS1312,Nicole Leclercq,Touriste,0.8,1
1313,CUS1313,Antoine Carre-Ferreira,Touriste,0.97,1
1314,CUS1314,Matthieu-Victor Thierry,Local,0.7,1
1315,CUS1315,Marcel-Thomas Lemoine,Touriste,0.69,2
1316,CUS1316,Margaret Joubert-Peron,Local,0.35,1
1317,CUS1317,Vincent Renaud,Touriste,0.94,1
1318,CUS1318,Charles Loiseau-Bouchet,Local,0.92,2
1319,CUS1319,Étienne Imbert,Touriste,0.59,1
1320,CUS1320,William Gallet,Local,0.85,2
1321,CUS1321,Suzanne du Morvan,Professionnel,0.82,1
1322,CUS1322,Océane Neveu,Local,0.94,3
1323,CUS1323,Auguste du Marchand,Touriste,0.67,0
1324,CUS1324,Emmanuelle-Aimée Robert,Local,0.68,4
1325,CUS1325,Yves Michel,Local,0.37,2
1326,CUS1326,Henri Pires,Local,0.81,0
1327,CUS1327,Franck Andre Le Riou,Local,0.64,2
1328,CUS1328,Claudine du Lelièvre,Touriste,0.79,3
1329,CUS1329,Étienne Mahe Le Foucher,Touriste,0.67,3
1330,CUS1330,Clémence Tanguy de la Gilbert,Local,0.61,4
1331,CUS1331,Julie Lefebvre,Local,0.93,3
1332,CUS1332,Alexandrie Le Mallet,Professionnel,0.52,1
1333,CUS1333,Thomas Chevalier,Local,0.48,1
1334,CUS1334,Alex Ramos,Local,0.7,2
1335,CUS1335,Céline-Agnès Ollivier,Professionnel,0.83,2
1336,CUS1336,René Benard,Local,0.54,2
1337,CUS1337,Joseph Lagarde,Local,0.9,2
1338,CUS1338,Alice Paris,Local,0.76,2
1339,CUS1339,Xavier Lévêque du Maury,Touriste,0.31,1
1340,CUS1340,Sébastien Parent,Local,0.35,2
1341,CUS1341,Stéphane Briand Le Pruvost,Touriste,0.69,4
1342,CUS1342,Léon Schmitt,Local,0.82,1
1343,CUS1343,Franck Legendre,Local,0.87,4
1344,CUS1344,Anaïs-Clémence Chauvet,Local,0.8,3
1345,CUS1345,Tristan Fernandes,Local,0.46,2
1346,CUS1346,Louise du Maurice,Touriste,0.6,1
1347,CUS1347,Agnès Georges,Local,0.36,3
1348,CUS1348,Chantal-Simone Perrier,Professionnel,0.54,1
1349,CUS1349,Odette Collin du Legendre,Professionnel,0.3,2
1350,CUS1350,Gabrielle Guichard,Local,0.7,4
1351,CUS1351,Théophile Maury,Professionnel,0.59,2
1352,CUS1352,Célina Lacroix,Local,0.3,4
1353,CUS1353,Stéphane Delmas,Local,0.41,1
1354,CUS1354,Augustin Besnard,Touriste,0.93,3
1355,CUS1355,Pénélope Weiss,Local,0.91,1
1356,CUS1356,Alain Le Delannoy,Local,0.5,3
1357,CUS1357,Virginie Henry de Rolland,Local,0.64,2
1358,CUS1358,Georges Nguyen,Professionnel,0.96,4
1359,CUS1359,Éric Neveu,Local,0.52,1
1360,CUS1360,Patricia-Astrid Richard,Professionnel,0.52,0
1361,CUS1361,Bernard-Noël Perrin,Local,0.34,0
1362,CUS1362,Matthieu de Maury,Local,0.63,3
1363,CUS1363,Adrienne Lemoine,Local,0.52,1
1364,CUS1364,René Voisin,Local,0.86,1
1365,CUS1365,Charlotte Fischer,Local,0.95,6
1366,CUS1366,Étienne Aubry,Touriste,0.44,2
1367,CUS1367,Léon Texier,Professionnel,0.36,3
1368,CUS1368,Monique Fournier-Courtois,Local,0.73,3
1369,CUS1369,Bertrand Launay du Meunier,Local,0.36,2
1370,CUS1370,Alexandria Peron,Local,0.72,0
1371,CUS1371,Audrey Bruneau,Local,0.95,2
1372,CUS1372,Anne Breton-Maillard,Local,0.74,3
1373,CUS1373,Rémy Gimenez-Delmas,Professionnel,0.97,0
1374,CUS1374,François Neveu,Local,0.51,1
1375,CUS1375,Bernard Hubert,Local,0.97,1
1376,CUS1376,Hélène-Josette Martinez,Touriste,0.54,2
1377,CUS1377,Christelle Barre,Local,0.84,2
1378,CUS1378,Zacharie Le Hernandez,Local,0.63,3
1379,CUS1379,Brigitte Dufour de Bourgeois,Local,0.66,4
1380,CUS1380,Brigitte-Adélaïde Georges,Professionnel,0.86,0
1381,CUS1381,Marthe Perrier,Local,0.6,1
1382,CUS1382,Olivie Voisin de la Joly,Local,0.75,1
1383,CUS1383,Édith Simon,Local,0.86,4
1384,CUS1384,Nathalie Guibert,Local,0.5,1
1385,CUS1385,Alain Charrier-Bourgeois,Professionnel,0.73,2
1386,CUS1386,Roger Renard,Local,0.7,1
1387,CUS1387,Valérie-Françoise Maurice,Local,0.75,3
1388,CUS1388,Éléonore Dias,Local,0.39,3
1389,CUS1389,Élisabeth-Pauline Wagner,Local,0.52,3
1390,CUS1390,Étienne Étienne,Local,0.83,1
1391,CUS1391,Gérard Dumas Le Martel,Professionnel,0.31,3
1392,CUS1392,Bernard Toussaint,Touriste,0.55,4
1393,CUS1393,Étienne-Victor Bazin,Local,0.97,2
1394,CUS1394,Aimé Vincent,Touriste,0.55,2
1395,CUS1395,Amélie Mallet-Prévost,Touriste,0.34,2
1396,CUS1396,Aimée Fernandes,Touriste,0.88,1
1397,CUS1397,Marie Fournier Le Bourdon,Local,0.68,4
1398,CUS1398,Sébastien Lebreton,Local,0.41,0
1399,CUS1399,Jules Godard,Professionnel,0.47,1
1400,CUS1400,Emmanuelle Martineau,Professionnel,0.71,3
1401,CUS1401,Julie Regnier de Meunier,Local,0.43,3
1402,CUS1402,Sébastien Boucher,Local,0.3,1
1403,CUS1403,Auguste Mallet,Local,0.86,1
1404,CUS1404,Capucine Chrétien,Local,0.91,1
1405,CUS1405,Robert Rodrigues-Costa,Local,0.82,5
1406,CUS1406,Xavier Rousseau,Local,0.99,1
1407,CUS1407,Paulette Maurice,Touriste,0.5,3
1408,CUS1408,Monique Turpin,Local,0.61,3
1409,CUS1409,Claude Jacob,Touriste,0.41,3
1410,CUS1410,Théodore Martineau-Dupré,Local,0.64,4
1411,CUS1411,Grégoire Nicolas,Local,0.86,4
1412,CUS1412,Nicolas Parent de Allain,Touriste,0.84,0
1413,CUS1413,Eugène Nicolas,Touriste,0.32,1
1414,CUS1414,Christelle Marion,Local,0.56,2
1415,CUS1415,Élise Marion,Local,0.43,4
1416,CUS1416,Mathilde Roche,Touriste,0.6,2
1417,CUS1417,Timothée Lamy,Touriste,0.73,1
1418,CUS1418,Aimée Rodriguez,Local,0.95,1
1419,CUS1419,Christelle Vallée du Didier,Local,0.71,1
1420,CUS1420,Émile-Guy Legendre,Local,0.92,0
1421,CUS1421,Susan Le Ledoux,Local,0.97,2
1422,CUS1422,Jean Fernandes,Local,0.47,4
1423,CUS1423,Christophe Royer,Local,0.66,2
1424,CUS1424,Julie Teixeira,Touriste,0.7,1
1425,CUS1425,Susanne-Caroline Marin,Local,0.92,2
1426,CUS1426,Renée Garcia,Local,0.53,2
1427,CUS1427,Hugues Pierre,Touriste,0.41,4
1428,CUS1428,Marc du Joubert,Local,0.96,0
1429,CUS1429,Noël de la Charles,Touriste,0.49,3
1430,CUS1430,Lucie de Diallo,Local,0.73,1
1431,CUS1431,Christelle Millet,Professionnel,0.92,2
1432,CUS1432,Augustin Lévêque,Local,0.52,3
1433,CUS1433,Thierry Marin du Guilbert,Touriste,0.8,0
1434,CUS1434,Yves-André Boyer,Professionnel,0.62,1
1435,CUS1435,Pauline Masson,Local,0.92,2
1436,CUS1436,Danielle Étienne,Local,0.99,2
1437,CUS1437,Julie Pottier de Bonneau,Local,0.59,3
1438,CUS1438,Matthieu Fabre-Petitjean,Local,0.57,3
1439,CUS1439,Antoine Legrand,Local,0.42,2
1440,CUS1440,Nicolas Morel,Touriste,0.95,2
1441,CUS1441,Grégoire Chauvet-Salmon,Local,0.38,2
1442,CUS1442,Margaud Robin,Local,0.57,2
1443,CUS1443,Philippe Roy,Local,0.66,1
1444,CUS1444,Michelle Gonzalez,Local,0.8,4
1445,CUS1445,Benjamin Voisin-Noël,Local,0.93,2
1446,CUS1446,Nath Laine,Professionnel,0.6,0
1447,CUS1447,Raymond Brunel-Jacquet,Local,0.33,2
1448,CUS1448,Stéphanie Thibault,Touriste,0.91,4
1449,CUS1449,Bertrand Lelièvre du Muller,Local,0.5,0
1450,CUS1450,Geneviève Pruvost,Touriste,0.9,1
1451,CUS1451,Frédéric-André Pereira,Professionnel,0.94,2
1452,CUS1452,Zoé Collin,Local,0.34,0
1453,CUS1453,Colette Camus,Touriste,0.61,1
1454,CUS1454,Céline Maréchal Le Aubry,Touriste,0.3,1
1455,CUS1455,Guy Camus Le Rémy,Local,0.57,2
1456,CUS1456,Auguste Goncalves,Professionnel,0.75,0
1457,CUS1457,Agathe Rocher,Local,0.91,1
1458,CUS1458,Marine Perrin-Lamy,Touriste,0.72,1
1459,CUS1459,Christelle Le Hebert,Local,0.74,1
1460,CUS1460,Jacques Didier,Local,0.5,3
1461,CUS1461,Lucas Bonnin,Local,0.64,2
1462,CUS1462,Élisabeth Imbert-Lombard,Local,0.55,1
1463,CUS1463,Édouard De Sousa du Bertrand,Local,0.49,1
1464,CUS1464,Martin Paris-Marie,Professionnel,0.88,2
1465,CUS1465,Roland Jacquot,Professionnel,0.67,1
1466,CUS1466,Virginie Muller,Local,0.99,0
1467,CUS1467,Michelle Prévost,Touriste,0.61,2
1468,CUS1468,Augustin Gilbert,Local,0.79,0
1469,CUS1469,Margot Dubois,Local,0.45,2
1470,CUS1470,Gilbert Bodin-Leroy,Local,0.9,3
1471,CUS1471,Thibault Prévost,Local,0.49,3
1472,CUS1472,Dorothée Guibert,Touriste,0.64,2
1473,CUS1473,Sébastien Parent,Local,0.79,2
1474,CUS1474,Alix Martins,Local,0.68,1
1475,CUS1475,Stéphane-Stéphane Rodrigues,Professionnel,0.96,2
1476,CUS1476,Margot Martins,Local,0.68,3
1477,CUS1477,Thibaut Meunier,Local,0.43,3
1478,CUS1478,Rémy du Munoz,Touriste,0.38,0
1479,CUS1479,Thomas Leroux,Local,0.58,1
1480,CUS1480,Emmanuel-Maurice Huet,Local,0.42,3
1481,CUS1481,Emmanuel Coulon,Local,0.98,1
1482,CUS1482,Marc Guichard de la Brunel,Touriste,0.32,2
1483,CUS1483,Sébastien-Antoine Alexandre,Local,0.41,3
1484,CUS1484,Marcelle Marchand de la Grondin,Touriste,0.7,2
1485,CUS1485,Audrey Deschamps,Touriste,0.98,1
1486,CUS1486,Alphonse Neveu,Local,0.61,2
1487,CUS1487,Guy Chauvin,Local,0.51,1
1488,CUS1488,Antoine Lecomte,Touriste,0.44,2
1489,CUS1489,Antoine Aubert,Local,0.56,0
1490,CUS1490,Danielle Charrier de Dijoux,Local,0.76,2
1491,CUS1491,Véronique Gay,Local,0.45,0
1492,CUS1492,Gilbert de Mercier,Professionnel,0.45,1
1493,CUS1493,Océane Bonneau,Local,0.75,0
1494,CUS1494,Denis Le Godard,Local,0.75,2
1495,CUS1495,Joséphine Leroux,Local,0.76,0
1496,CUS1496,Honoré Guillet Le Michaud,Local,0.61,4
1497,CUS1497,Jules Schmitt,Local,0.46,1
1498,CUS1498,Jacques Nguyen de la Blin,Local,0.94,2
1499,CUS1499,Audrey Pascal,Touriste,0.76,3
1500,CUS1500,Nath Mathieu,Professionnel,0.66,2
1501,CUS1501,Tristan-Michel Guillou,Local,0.91,2
1502,CUS1502,Inès Nicolas-Lévêque,Local,0.65,2
1503,CUS1503,Théophile Lefèvre,Professionnel,0.72,1
1504,CUS1504,Suzanne Gosselin,Local,0.54,2
1505,CUS1505,Élisabeth Loiseau,Local,0.9,2
1506,CUS1506,Guy Bernard de la Fouquet,Touriste,0.39,0
1507,CUS1507,Diane Hernandez,Local,0.96,2
1508,CUS1508,Étienne Schmitt,Professionnel,0.89,1
1509,CUS1509,Timothée Weiss-Schmitt,Local,0.73,2
1510,CUS1510,Thibault Lecomte,Touriste,0.34,2
1511,CUS1511,Lucie Laine,Touriste,0.55,3
1512,CUS1512,Olivie Blondel,Local,0.36,0
1513,CUS1513,Aurore Leconte,Local,0.65,4
1514,CUS1514,Anouk Coulon,Local,0.43,0
1515,CUS1515,Adrien De Sousa,Local,0.99,1
1516,CUS1516,Marianne Rey,Touriste,0.48,5
1517,CUS1517,Adrienne Pages,Touriste,0.61,1
1518,CUS1518,Roger Marchand Le Boulanger,Local,0.87,2
1519,CUS1519,Claudine Vallet de Gilles,Touriste,0.65,2
1520,CUS1520,Pierre Durand,Touriste,0.33,2
1521,CUS1521,Henri Bègue,Touriste,0.31,1
1522,CUS1522,Laurent Perrier,Touriste,0.94,3
1523,CUS1523,Alphonse Bertin,Local,0.67,3
1524,CUS1524,Théophile Roux,Local,0.43,3
1525,CUS1525,Joseph Guibert-Foucher,Professionnel,0.45,0
1526,CUS1526,Frédéric Bodin,Professionnel,0.5,1
1527,CUS1527,Gilles Le Lombard,Local,0.93,2
1528,CUS1528,Théodore Hardy,Touriste,0.54,1
1529,CUS1529,Georges Pascal,Local,0.93,1
1530,CUS1530,Aurélie Pereira Le Leleu,Local,0.52,5
1531,CUS1531,Margaud Bruneau,Touriste,0.66,5
1532,CUS1532,Nathalie Lopes,Touriste,0.53,2
1533,CUS1533,Benoît Garnier,Local,0.74,0
1534,CUS1534,Élisabeth Mace,Local,0.62,2
1535,CUS1535,Guillaume Fernandes,Local,0.78,1
1536,CUS1536,Victoire Bodin du Hamel,Local,0.71,0
1537,CUS1537,Brigitte Le Klein,Local,0.35,5
1538,CUS1538,Luc Lemaire,Touriste,0.33,3
1539,CUS1539,Thierry-Alfred Labbé,Local,0.75,4
1540,CUS1540,Marie Moreau,Professionnel,0.67,4
1541,CUS1541,Suzanne Louis,Local,0.96,3
1542,CUS1542,Augustin Hebert du Pages,Touriste,0.82,1
1543,CUS1543,Alexandria de la Tessier,Touriste,0.35,2
1544,CUS1544,Jérôme Le Tessier,Professionnel,0.77,2
1545,CUS1545,Xavier Le Benoit,Local,1.0,3
1546,CUS1546,Patrick-Éric Dos Santos,Local,0.69,3
1547,CUS1547,Timothée Blanchet,Local,0.47,1
1548,CUS1548,Susanne Sauvage du Thibault,Professionnel,0.46,5
1549,CUS1549,Susan Dupont,Touriste,0.93,1
1550,CUS1550,Étienne Lefort,Local,0.95,2
1551,CUS1551,Adèle Gillet Le Gilles,Local,0.87,0
1552,CUS1552,Caroline Fleury,Touriste,0.94,2
1553,CUS1553,Eugène-Benoît Maurice,Touriste,0.41,2
1554,CUS1554,Thomas Lemaître,Local,0.42,3
1555,CUS1555,Laurence Guillot,Touriste,0.39,1
1556,CUS1556,Lucas-Charles Lamy,Touriste,0.48,3
1557,CUS1557,Marcel Le Georges,Local,0.57,3
1558,CUS1558,André Bouvet de la Louis,Local,0.37,3
1559,CUS1559,Stéphanie Léger,Local,0.53,0
1560,CUS1560,Margot Bailly,Local,0.86,3
1561,CUS1561,Benoît Dumont,Professionnel,0.31,4
1562,CUS1562,Rémy Marques,Local,0.68,1
1563,CUS1563,Laetitia Collet,Touriste,0.81,0
1564,CUS1564,Danielle Lévy,Professionnel,0.42,1
1565,CUS1565,Arthur Dias,Local,0.39,2
1566,CUS1566,Olivier Rey,Local,0.8,2
1567,CUS1567,Hugues de la Bertrand,Local,0.34,0
1568,CUS1568,Zoé-Adèle Arnaud,Local,0.46,1
1569,CUS1569,Juliette Lacroix de Delattre,Professionnel,0.93,2
1570,CUS1570,Marcelle Ferrand,Local,0.81,3
1571,CUS1571,Anastasie Paul,Local,0.37,1
1572,CUS1572,Susan Weiss,Local,0.91,1
1573,CUS1573,Claire Robert de la Petitjean,Touriste,0.78,3
1574,CUS1574,Marguerite-Marianne Barre,Local,0.63,4
1575,CUS1575,Alex Legros-Lebreton,Local,0.51,3
1576,CUS1576,Nicole Rodrigues,Local,0.59,1
1577,CUS1577,Michelle Fernandes-Fernandez,Local,0.34,1
1578,CUS1578,Madeleine Blondel,Touriste,0.52,2
1579,CUS1579,Alexandre Blanc-Millet,Local,0.31,1
1580,CUS1580,Louis-David Lemaître,Professionnel,0.92,3
1581,CUS1581,Thibault-Robert Denis,Touriste,0.33,0
1582,CUS1582,Agnès Hernandez-Guyon,Local,0.68,1
1583,CUS1583,Suzanne-Margot Vallée,Touriste,0.45,1
1584,CUS1584,Marine Roux,Local,0.41,3
1585,CUS1585,André Sauvage,Touriste,0.79,1
1586,CUS1586,Christelle Rousseau,Professionnel,0.7,1
1587,CUS1587,Alfred Faure,Touriste,0.33,1
1588,CUS1588,Aimé Lefebvre,Touriste,0.58,3
1589,CUS1589,Alex Leleu,Local,0.3,2
1590,CUS1590,Éléonore de la Gauthier,Local,0.59,2
1591,CUS1591,Astrid Clément,Local,0.96,4
1592,CUS1592,Gilles Huet,Touriste,0.84,2
1593,CUS1593,Agnès Étienne,Local,0.66,2
1594,CUS1594,Émilie de la Allard,Local,0.75,2
1595,CUS1595,Nicole Gilles,Local,0.74,4
1596,CUS1596,Christiane Maréchal,Touriste,0.34,4
1597,CUS1597,Éléonore de la Buisson,Local,0.92,1
1598,CUS1598,Capucine Mace,Local,0.72,0
1599,CUS1599,Victoire Lacombe-Carre,Local,0.32,4
1600,CUS1600,Lucy Adam,Professionnel,0.66,2
1601,CUS1601,Tristan Morel Le Loiseau,Touriste,0.8,1
1602,CUS1602,Catherine Roy,Touriste,0.45,3
1603,CUS1603,Olivier Dubois,Touriste,0.89,2
1604,CUS1604,Emmanuel Lagarde,Local,0.38,1
1605,CUS1605,Léon Boyer,Local,0.94,0
1606,CUS1606,Paulette Delorme,Touriste,0.78,0
1607,CUS1607,Océane de la Turpin,Professionnel,0.7,2
1608,CUS1608,Anouk de la Denis,Touriste,0.33,3
1609,CUS1609,Léon Le Goff,Touriste,0.84,2
1610,CUS1610,Roger Blanchard,Professionnel,0.65,3
1611,CUS1611,Vincent Thibault,Local,0.88,1
1612,CUS1612,Tristan Bailly,Touriste,0.55,2
1613,CUS1613,Sabine Reynaud,Touriste,0.37,2
1614,CUS1614,Nicolas Paul,Professionnel,0.99,1
1615,CUS1615,Capucine-Michelle Barre,Touriste,0.62,0
1616,CUS1616,Charles Pages,Touriste,0.32,1
1617,CUS1617,Jérôme Legros,Local,0.42,4
1618,CUS1618,Mathilde Guérin,Local,0.64,2
1619,CUS1619,Geneviève Martin,Professionnel,0.42,1
